grid_cell,ba,lat,lon,pr,distance_to_grid,population,surface_area_ofs,surface_area_ons
1306,Manitoba.a,53.5,-95.625,Manitoba,59.5537945,0,0,1831.86
1307,Manitoba.a,53,-95.625,Manitoba,106.33279,0,0,2085.29
1308,Manitoba.a,52.5,-95.625,Manitoba,158.8985064,0,0,2343.98
1309,Manitoba.a,52,-95.625,Manitoba,109.2219079,0,0,1659.55
131,British Columbia.a,56,-128.75,British Columbia,22.7643168,424,0,2151.43
1310,Manitoba.a,51.5,-95.625,Manitoba,64.0475928,0,0,1678.2
1311,Manitoba.a,51,-95.625,Manitoba,65.6977725,0,0,1211.93
1312,Manitoba.a,50.5,-95.625,Manitoba,23.103248,0,0,1225.07
1313,Manitoba.a,50,-95.625,Manitoba,10.0017691,0,0,1733.35
1314,Manitoba.a,49.5,-95.625,Manitoba,38.4681111,622,0,1751.47
1315,Manitoba.a,49,-95.625,Manitoba,6.2436988,1651,0,1516.68
1316,Manitoba.a,59.5,-95,Manitoba,98.9907303,0,1365.59,585.25
1317,Manitoba.a,59,-95,Manitoba,58.9660549,0,1385.98,593.99
1318,Manitoba.a,58.5,-95,Manitoba,57.7654637,0,602.68,1406.25
1319,Manitoba.a,58,-95,Manitoba,96.8438131,0,0,2037.75
132,British Columbia.a,55.5,-128.75,British Columbia,28.7529112,0,0,1961.5
1320,Manitoba.a,57.5,-95,Manitoba,128.3759037,0,0,2066.41
1321,Manitoba.a,57,-95,Manitoba,74.4189161,0,0,2094.91
1322,Manitoba.a,56.5,-95,Manitoba,28.2533034,0,0,2123.25
1323,Manitoba.a,56,-95,Manitoba,42.4072084,1065,0,1721.14
1324,Manitoba.a,55.5,-95,Manitoba,65.76837,0,0,2179.44
1325,Manitoba.a,55,-95,Manitoba,17.6997804,0,0,1765.84
1326,Manitoba.a,54.5,-95,Manitoba,49.8320118,1520,0,1117.49
1327,Manitoba.a,54,-95,Manitoba,13.8569249,0,0,1583.74
1328,Manitoba.a,53.5,-95,Manitoba,41.817137,8559,0,1373.9
1329,Manitoba.a,53,-95,Manitoba,97.4037335,0,0,2316.99
133,British Columbia.a,55,-128.75,British Columbia,34.8155031,0,0,2207.29
1330,Ontario.b,52.5,-95,Ontario,152.9982269,0,0,2343.98
1331,Ontario.b,52,-95,Ontario,136.0996785,0,0,2370.79
1332,Ontario.b,51.5,-95,Ontario,137.6252598,0,0,2397.42
1333,Ontario.b,51,-95,Ontario,82.0359256,0,0,1696.71
1334,Ontario.b,50.5,-95,Ontario,26.4807429,0,0,1470.08
1335,Ontario.b,50,-95,Ontario,15.6513224,815,0,1485.72
1336,Ontario.b,49.5,-95,Ontario,25.4043743,15720,0,1251.05
1337,Ontario.b,49,-95,Ontario,36.9970636,357,0,505.56
1338,Ontario.b,48.5,-95,Ontario,66.8114462,1151,0,510.66
1339,Manitoba.a,59.5,-94.375,Manitoba,86.3231015,0,1950.85,0
134,British Columbia.a,54.5,-128.75,British Columbia,9.2449377,4538,0,2234.98
1340,Manitoba.a,59,-94.375,Manitoba,33.0890142,0,1979.97,0
1341,Manitoba.a,58.5,-94.375,Manitoba,30.3353246,870,1205.36,803.57
1342,Manitoba.a,58,-94.375,Manitoba,83.2329564,0,0,1426.42
1343,Manitoba.a,57.5,-94.375,Manitoba,98.399631,0,0,2066.41
1344,Manitoba.a,57,-94.375,Manitoba,57.0182622,0,0,2094.91
1345,Manitoba.a,56.5,-94.375,Manitoba,11.3655181,126,0,2123.25
1346,Manitoba.a,56,-94.375,Manitoba,42.6578847,0,0,1936.29
1347,Manitoba.a,55.5,-94.375,Manitoba,98.2503069,0,0,2179.44
1348,Manitoba.a,55,-94.375,Manitoba,52.1176847,0,0,1986.57
1349,Manitoba.a,54.5,-94.375,Manitoba,5.4798475,809,0,1340.99
135,British Columbia.a,54,-128.75,British Columbia,4.4568346,20326,0,2262.49
1350,Manitoba.a,54,-94.375,Manitoba,22.3793675,0,0,1809.99
1351,Manitoba.a,53.5,-94.375,Manitoba,49.752335,0,0,1373.9
1352,Ontario.b,53,-94.375,Ontario,103.1110525,0,0,2085.29
1353,Ontario.b,52.5,-94.375,Ontario,158.0209448,1087,0,1640.79
1354,Ontario.b,52,-94.375,Ontario,115.9147836,663,0,2133.71
1355,Ontario.b,51.5,-94.375,Ontario,65.8364566,0,0,1438.45
1356,Ontario.b,51,-94.375,Ontario,37.6128318,0,0,969.55
1357,Ontario.b,50.5,-94.375,Ontario,55.4648123,0,0,735.04
1358,Ontario.b,50,-94.375,Ontario,24.6962458,584,0,742.86
1359,Ontario.b,49.5,-94.375,Ontario,29.9253605,0,0,750.63
136,British Columbia.a,53.5,-128.75,British Columbia,58.6384346,507,0,2060.85
1360,Ontario.b,49,-94.375,Ontario,32.2084358,2331,0,505.56
1361,Ontario.b,48.5,-94.375,Ontario,34.0617409,2760,0,1531.98
1362,Manitoba.a,59,-93.75,Manitoba,35.9825359,0,1979.97,0
1363,Manitoba.a,58.5,-93.75,Manitoba,33.5109958,0,1004.47,1004.47
1364,Manitoba.a,58,-93.75,Manitoba,84.4592483,0,0,1426.42
1365,Manitoba.a,57.5,-93.75,Manitoba,93.38808,0,0,2066.41
1366,Manitoba.a,57,-93.75,Manitoba,38.0951901,0,0,2094.91
1367,Manitoba.a,56.5,-93.75,Manitoba,19.0606248,0,0,2123.25
1368,Manitoba.a,56,-93.75,Manitoba,60.6432747,0,0,2151.43
1369,Manitoba.a,55.5,-93.75,Manitoba,114.2338214,0,0,1961.5
137,British Columbia.a,53,-128.75,British Columbia,82.4794972,0,0,2085.29
1370,Manitoba.a,55,-93.75,Manitoba,68.1921645,0,0,2207.29
1371,Manitoba.a,54.5,-93.75,Manitoba,44.586476,0,0,2011.48
1372,Manitoba.a,54,-93.75,Manitoba,74.2145003,872,0,1809.99
1373,Ontario.b,53.5,-93.75,Ontario,76.2962171,0,0,1602.88
1374,Ontario.b,53,-93.75,Ontario,118.394051,2100,0,1621.9
1375,Ontario.b,52.5,-93.75,Ontario,165.4988619,0,0,1875.19
1376,Ontario.b,52,-93.75,Ontario,109.9590734,0,0,2370.79
1377,Ontario.b,51.5,-93.75,Ontario,54.5369258,0,0,2397.42
1378,Ontario.b,51,-93.75,Ontario,4.2285767,4094,0,1454.32
1379,Ontario.b,50.5,-93.75,Ontario,22.6821307,924,0,1715.09
138,British Columbia.a,52.5,-128.75,British Columbia,129.9636516,217,0,1640.79
1380,Ontario.b,50,-93.75,Ontario,20.854457,57,0,1733.35
1381,Ontario.b,49.5,-93.75,Ontario,37.3132046,1012,0,1251.05
1382,Ontario.b,49,-93.75,Ontario,8.8641831,0,0,1263.9
1383,Ontario.b,48.5,-93.75,Ontario,23.3905457,10205,0,765.99
1384,Manitoba.a,59,-93.125,Manitoba,63.8479311,0,0,1979.97
1385,Manitoba.a,58.5,-93.125,Manitoba,62.809999,0,0,2008.93
1386,Manitoba.a,58,-93.125,Manitoba,99.9781235,0,1630.2,407.55
1387,Manitoba.a,57.5,-93.125,Manitoba,103.0175975,0,619.92,1446.48
1388,Manitoba.a,57,-93.125,Manitoba,58.0371694,0,209.49,1885.42
1389,Manitoba.a,56.5,-93.125,Manitoba,48.0214156,0,0,2123.25
139,British Columbia.a,52,-128.75,British Columbia,144.2749534,1193,1659.55,711.24
1390,Manitoba.a,56,-93.125,Manitoba,86.1734028,0,0,2151.43
1391,Manitoba.a,55.5,-93.125,Manitoba,136.8492236,0,0,2179.44
1392,Manitoba.a,55,-93.125,Manitoba,98.9887569,0,0,1986.57
1393,Manitoba.a,54.5,-93.125,Manitoba,84.8555838,0,0,2011.48
1394,Ontario.b,54,-93.125,Ontario,103.8458353,0,0,2262.49
1395,Ontario.b,53.5,-93.125,Ontario,112.0324752,0,0,1602.88
1396,Ontario.b,53,-93.125,Ontario,144.3144431,409,0,1853.59
1397,Ontario.b,52.5,-93.125,Ontario,160.8825257,0,0,2109.58
1398,Ontario.b,52,-93.125,Ontario,106.9726226,265,0,1896.63
1399,Ontario.b,51.5,-93.125,Ontario,56.437582,0,0,2397.42
14,British Columbia.a,59.5,-135,British Columbia,399.7839657,0,0,1755.76
140,British Columbia.a,51.5,-128.75,British Columbia,94.6739104,0,2157.68,239.74
1400,Ontario.b,51,-93.125,Ontario,30.1194394,0,0,1211.93
1401,Ontario.b,50.5,-93.125,Ontario,12.2119146,0,0,1470.08
1402,Ontario.b,50,-93.125,Ontario,22.5213246,0,0,1485.72
1403,Ontario.b,49.5,-93.125,Ontario,37.0495585,7820,0,1251.05
1404,Ontario.b,49,-93.125,Ontario,45.3466699,0,0,1263.9
1405,Ontario.b,48.5,-93.125,Ontario,23.7685045,158,0,1021.32
1406,Manitoba.a,58,-92.5,Manitoba,124.5562514,0,2037.75,0
1407,Manitoba.a,57.5,-92.5,Manitoba,123.9201538,0,2066.41,0
1408,Manitoba.a,57,-92.5,Manitoba,90.4242572,0,1885.42,209.49
1409,Manitoba.a,56.5,-92.5,Manitoba,84.7271942,0,0,2123.25
141,British Columbia.a,51,-128.75,British Columbia,57.3851237,0,2423.87,0
1410,Manitoba.a,56,-92.5,Manitoba,111.1874902,0,0,2151.43
1411,Manitoba.a,55.5,-92.5,Manitoba,154.0403449,0,0,2179.44
1412,Manitoba.a,55,-92.5,Manitoba,134.7651748,0,0,2207.29
1413,Ontario.b,54.5,-92.5,Ontario,125.1685513,0,0,2234.98
1414,Ontario.b,54,-92.5,Ontario,139.1188054,0,0,1809.99
1415,Ontario.b,53.5,-92.5,Ontario,202.4491812,608,0,1831.86
1416,Ontario.b,53,-92.5,Ontario,148.8759357,0,0,2316.99
1417,Ontario.b,52.5,-92.5,Ontario,97.5933614,0,0,2343.98
1418,Ontario.b,52,-92.5,Ontario,55.3798775,0,0,2370.79
1419,Ontario.b,51.5,-92.5,Ontario,47.984041,0,0,1917.94
142,British Columbia.a,50.5,-128.75,British Columbia,61.6844511,35,1715.09,735.04
1420,Ontario.b,51,-92.5,Ontario,14.7304995,0,0,1211.93
1421,Ontario.b,50.5,-92.5,Ontario,41.775107,0,0,1470.08
1422,Ontario.b,50,-92.5,Ontario,32.3317859,6861,0,990.48
1423,Ontario.b,49.5,-92.5,Ontario,40.3274351,0,0,1000.84
1424,Ontario.b,49,-92.5,Ontario,32.5134166,0,0,758.34
1425,Ontario.b,48.5,-92.5,Ontario,31.4279442,280,0,1531.98
1426,Ontario.b,48,-92.5,Ontario,84.2641816,118,0,515.72
1427,Manitoba.a,58,-91.875,Manitoba,153.911638,0,2037.75,0
1428,Manitoba.a,57.5,-91.875,Manitoba,151.4980958,0,2066.41,0
1429,Manitoba.a,57,-91.875,Manitoba,125.9981839,0,1466.43,628.47
143,British Columbia.a,50,-128.75,British Columbia,102.4641721,0,2476.21,0
1430,Manitoba.a,56.5,-91.875,Manitoba,122.3961876,0,0,2123.25
1431,Manitoba.a,56,-91.875,Manitoba,142.3640621,0,0,2151.43
1432,Manitoba.a,55.5,-91.875,Manitoba,178.1449989,0,0,2179.44
1433,Ontario.b,55,-91.875,Ontario,222.2277437,0,0,2207.29
1434,Ontario.b,54.5,-91.875,Ontario,233.1415317,0,0,2234.98
1435,Ontario.b,54,-91.875,Ontario,184.7410276,0,0,2262.49
1436,Ontario.b,53.5,-91.875,Ontario,141.7220853,0,0,1831.86
1437,Ontario.b,53,-91.875,Ontario,141.7229793,0,0,1853.59
1438,Ontario.b,52.5,-91.875,Ontario,86.1506789,921,0,1640.79
1439,Ontario.b,52,-91.875,Ontario,30.6697145,0,0,2133.71
144,British Columbia.a,59.5,-128.125,British Columbia,218.2400268,0,0,1950.85
1440,Ontario.b,51.5,-91.875,Ontario,25.3274277,651,0,1917.94
1441,Ontario.b,51,-91.875,Ontario,25.2578343,299,0,1696.71
1442,Ontario.b,50.5,-91.875,Ontario,47.0205087,0,0,2205.12
1443,Ontario.b,50,-91.875,Ontario,14.4718358,0,0,1733.35
1444,Ontario.b,49.5,-91.875,Ontario,4.5767934,0,0,1501.26
1445,Ontario.b,49,-91.875,Ontario,29.3155156,1206,0,1263.9
1446,Ontario.b,48.5,-91.875,Ontario,30.9020804,2642,0,1276.65
1447,Ontario.b,48,-91.875,Ontario,85.0448514,1423,0,1031.44
1448,Manitoba.a,57.5,-91.25,Manitoba,182.7522749,0,2066.41,0
1449,Manitoba.a,57,-91.25,Manitoba,162.6796215,0,1047.45,1047.45
145,British Columbia.a,59,-128.125,British Columbia,170.3191913,0,0,1979.97
1450,Manitoba.a,56.5,-91.25,Manitoba,160.3489862,0,0,2123.25
1451,Manitoba.a,56,-91.25,Manitoba,176.4647509,0,0,2151.43
1452,Manitoba.a,55.5,-91.25,Manitoba,206.7575684,0,0,2179.44
1453,Ontario.b,55,-91.25,Ontario,272.616559,0,0,2207.29
1454,Ontario.b,54.5,-91.25,Ontario,218.7077841,0,0,2234.98
1455,Ontario.b,54,-91.25,Ontario,165.9167753,0,0,2036.24
1456,Ontario.b,53.5,-91.25,Ontario,115.7826963,447,0,1831.86
1457,Ontario.b,53,-91.25,Ontario,73.9247195,0,0,1853.59
1458,Ontario.b,52.5,-91.25,Ontario,60.8775044,0,0,1406.39
1459,Ontario.b,52,-91.25,Ontario,49.9808065,0,0,2133.71
146,British Columbia.a,58.5,-128.125,British Columbia,128.7253583,0,0,2008.93
1460,Ontario.b,51.5,-91.25,Ontario,32.500028,0,0,2397.42
1461,Ontario.b,51,-91.25,Ontario,27.3094801,0,0,1939.1
1462,Ontario.b,50.5,-91.25,Ontario,71.4591005,0,0,1470.08
1463,Ontario.b,50,-91.25,Ontario,25.4883298,88,0,1485.72
1464,Ontario.b,49.5,-91.25,Ontario,31.0431487,0,0,2251.89
1465,Ontario.b,49,-91.25,Ontario,28.3736656,0,0,2022.23
1466,Ontario.b,48.5,-91.25,Ontario,26.8851457,0,0,1531.98
1467,Ontario.b,48,-91.25,Ontario,81.8872227,0,0,1031.44
1468,Manitoba.a,57.5,-90.625,Manitoba,216.0913955,0,2066.41,0
1469,Manitoba.a,57,-90.625,Manitoba,199.857484,0,1675.93,418.98
147,British Columbia.a,58,-128.125,British Columbia,101.5553157,0,0,2037.75
1470,Manitoba.a,56.5,-90.625,Manitoba,198.4205623,0,0,2123.25
1471,Manitoba.a,56,-90.625,Manitoba,212.0816072,0,0,2151.43
1472,Ontario.b,55.5,-90.625,Ontario,322.4120225,0,0,2179.44
1473,Ontario.b,55,-90.625,Ontario,266.9134442,0,0,2207.29
1474,Ontario.b,54.5,-90.625,Ontario,211.4667858,0,0,2234.98
1475,Ontario.b,54,-90.625,Ontario,156.1273732,0,0,2262.49
1476,Ontario.b,53.5,-90.625,Ontario,101.0715199,1029,0,1602.88
1477,Ontario.b,53,-90.625,Ontario,47.2999783,0,0,1853.59
1478,Ontario.b,52.5,-90.625,Ontario,21.0062871,0,0,1875.19
1479,Ontario.b,52,-90.625,Ontario,59.1688402,0,0,2133.71
148,British Columbia.a,57.5,-128.125,British Columbia,99.6133365,0,0,2066.41
1480,Ontario.b,51.5,-90.625,Ontario,19.2058483,0,0,2397.42
1481,Ontario.b,51,-90.625,Ontario,41.1008353,1155,0,1454.32
1482,Ontario.b,50.5,-90.625,Ontario,73.3173486,0,0,1225.07
1483,Ontario.b,50,-90.625,Ontario,28.6401134,0,0,1238.1
1484,Ontario.b,49.5,-90.625,Ontario,49.4691985,0,0,1501.26
1485,Ontario.b,49,-90.625,Ontario,41.168723,0,0,1769.45
1486,Ontario.b,48.5,-90.625,Ontario,20.4948298,0,0,1531.98
1487,Ontario.b,48,-90.625,Ontario,72.9887691,0,0,1289.3
1488,Manitoba.a,57,-90,Manitoba,237.2961908,0,2094.91,0
1489,Manitoba.a,56.5,-90,Manitoba,236.5511796,0,212.32,1910.92
149,British Columbia.a,57,-128.125,British Columbia,82.777091,0,0,1885.42
1490,Ontario.b,56,-90,Ontario,378.3120344,0,0,2151.43
1491,Ontario.b,55.5,-90,Ontario,322.8540177,0,0,2179.44
1492,Ontario.b,55,-90,Ontario,267.4538518,0,0,2207.29
1493,Ontario.b,54.5,-90,Ontario,212.1568613,0,0,2234.98
1494,Ontario.b,54,-90,Ontario,157.072052,0,0,2262.49
1495,Ontario.b,53.5,-90,Ontario,102.5419429,456,0,1373.9
1496,Ontario.b,53,-90,Ontario,50.4003514,511,0,1853.59
1497,Ontario.b,52.5,-90,Ontario,27.3434746,0,0,1875.19
1498,Ontario.b,52,-90,Ontario,58.4026161,0,0,2133.71
1499,Ontario.b,51.5,-90,Ontario,10.9437777,0,0,2157.68
15,British Columbia.a,59,-135,British Columbia,359.7902225,0,0,989.98
150,British Columbia.a,56.5,-128.125,British Columbia,81.5652293,0,0,2123.25
1500,Ontario.b,51,-90,Ontario,54.8709113,0,0,2181.48
1501,Ontario.b,50.5,-90,Ontario,109.9139436,0,0,2450.13
1502,Ontario.b,50,-90,Ontario,71.3655543,0,0,2228.59
1503,Ontario.b,49.5,-90,Ontario,97.3179264,6221,0,2251.89
1504,Ontario.b,49,-90,Ontario,41.8582109,0,0,2527.79
1505,Ontario.b,48.5,-90,Ontario,12.8702574,0,0,2042.64
1506,Ontario.b,48,-90,Ontario,55.1587405,10204,0,2578.61
1507,Manitoba.a,57,-89.375,Manitoba,274.8867014,0,2094.91,0
1508,Ontario.b,56.5,-89.375,Ontario,437.8421396,0,636.97,1486.27
1509,Ontario.b,56,-89.375,Ontario,382.9933804,0,0,2151.43
151,British Columbia.a,56,-128.125,British Columbia,90.1332135,0,0,2151.43
1510,Ontario.b,55.5,-89.375,Ontario,328.396175,0,0,2179.44
1511,Ontario.b,55,-89.375,Ontario,274.2008284,0,0,2207.29
1512,Ontario.b,54.5,-89.375,Ontario,220.7035775,0,0,2234.98
1513,Ontario.b,54,-89.375,Ontario,168.5703777,0,0,2262.49
1514,Ontario.b,53.5,-89.375,Ontario,119.5985108,0,0,2289.83
1515,Ontario.b,53,-89.375,Ontario,79.8346023,16,0,2316.99
1516,Ontario.b,52.5,-89.375,Ontario,68.0092059,587,0,1640.79
1517,Ontario.b,52,-89.375,Ontario,78.6533931,0,0,1896.63
1518,Ontario.b,51.5,-89.375,Ontario,54.0935693,0,0,1917.94
1519,Ontario.b,51,-89.375,Ontario,76.4714302,0,0,1939.1
152,British Columbia.a,55.5,-128.125,British Columbia,43.0828497,0,0,2179.44
1520,Ontario.b,50.5,-89.375,Ontario,122.2769498,0,0,2450.13
1521,Ontario.b,50,-89.375,Ontario,108.5863799,297,0,1485.72
1522,Ontario.b,49.5,-89.375,Ontario,94.6862694,110,0,1000.84
1523,Ontario.b,49,-89.375,Ontario,41.0524227,0,0,2022.23
1524,Ontario.b,48.5,-89.375,Ontario,12.1227185,0,0,2553.3
1525,Ontario.b,48,-89.375,Ontario,38.7942123,109807,1289.3,515.72
1526,Ontario.b,57,-88.75,Ontario,499.5797276,0,2094.91,0
1527,Ontario.b,56.5,-88.75,Ontario,445.4931281,0,424.65,1698.6
1528,Ontario.b,56,-88.75,Ontario,391.828917,0,0,2151.43
1529,Ontario.b,55.5,-88.75,Ontario,338.7878741,0,0,2179.44
153,British Columbia.a,55,-128.125,British Columbia,42.075774,5146,0,2207.29
1530,Ontario.b,55,-88.75,Ontario,286.7160576,0,0,2207.29
1531,Ontario.b,54.5,-88.75,Ontario,236.2552064,0,0,2234.98
1532,Ontario.b,54,-88.75,Ontario,188.702142,0,0,2262.49
1533,Ontario.b,53.5,-88.75,Ontario,146.9082207,1060,0,2060.85
1534,Ontario.b,53,-88.75,Ontario,117.2053898,0,0,2316.99
1535,Ontario.b,52.5,-88.75,Ontario,109.8805384,355,0,1171.99
1536,Ontario.b,52,-88.75,Ontario,112.5393862,0,0,1422.48
1537,Ontario.b,51.5,-88.75,Ontario,97.3493822,0,0,1198.71
1538,Ontario.b,51,-88.75,Ontario,111.6707917,0,0,1454.32
1539,Ontario.b,50.5,-88.75,Ontario,113.8574171,0,0,2205.12
154,British Columbia.a,54.5,-128.125,British Columbia,27.9935202,2978,0,2234.98
1540,Ontario.b,50,-88.75,Ontario,83.2300007,0,0,1238.1
1541,Ontario.b,49.5,-88.75,Ontario,38.2741279,0,0,250.21
1542,Ontario.b,49,-88.75,Ontario,26.6779172,1867,0,1769.45
1543,Ontario.b,48.5,-88.75,Ontario,28.9735162,4517,1276.65,1276.65
1544,Ontario.b,48,-88.75,Ontario,52.2385603,0,1031.44,257.86
1545,Ontario.b,57,-88.125,Ontario,509.360067,0,2094.91,0
1546,Ontario.b,56.5,-88.125,Ontario,456.5764211,0,2123.25,0
1547,Ontario.b,56,-88.125,Ontario,404.5458811,0,1075.71,1075.71
1548,Ontario.b,55.5,-88.125,Ontario,353.601051,364,0,2179.44
1549,Ontario.b,55,-88.125,Ontario,304.2877401,0,0,2207.29
155,British Columbia.a,54,-128.125,British Columbia,50.030262,0,0,2036.24
1550,Ontario.b,54.5,-88.125,Ontario,257.5448442,0,0,1787.98
1551,Ontario.b,54,-88.125,Ontario,215.0550106,0,0,2036.24
1552,Ontario.b,53.5,-88.125,Ontario,179.8581703,0,0,2289.83
1553,Ontario.b,53,-88.125,Ontario,156.9403022,0,0,1853.59
1554,Ontario.b,52.5,-88.125,Ontario,151.9623269,0,0,937.59
1555,Ontario.b,52,-88.125,Ontario,151.1511223,244,0,1896.63
1556,Ontario.b,51.5,-88.125,Ontario,209.3040529,977,0,1917.94
1557,Ontario.b,51,-88.125,Ontario,153.8736798,0,0,2423.87
1558,Ontario.b,50.5,-88.125,Ontario,98.6315271,0,0,2450.13
1559,Ontario.b,50,-88.125,Ontario,44.6624598,0,0,2476.21
156,British Columbia.a,53.5,-128.125,British Columbia,13.9548898,0,0,2060.85
1560,Ontario.b,49.5,-88.125,Ontario,22.8448492,0,0,2251.89
1561,Ontario.b,49,-88.125,Ontario,7.5910632,5,0,2527.79
1562,Ontario.b,48.5,-88.125,Ontario,51.0231447,100,2042.64,510.66
1563,Ontario.b,48,-88.125,Ontario,91.7543883,0,2062.88,0
1564,Ontario.b,57,-87.5,Ontario,522.0268311,0,2094.91,0
1565,Ontario.b,56.5,-87.5,Ontario,470.8488633,0,2123.25,0
1566,Ontario.b,56,-87.5,Ontario,420.7915672,0,2151.43,0
1567,Ontario.b,55.5,-87.5,Ontario,372.307247,0,0,2179.44
1568,Ontario.b,55,-87.5,Ontario,326.0982709,0,0,1986.57
1569,Ontario.b,54.5,-87.5,Ontario,283.2803063,0,0,2011.48
157,British Columbia.a,53,-128.125,British Columbia,63.7855726,0,0,2316.99
1570,Ontario.b,54,-87.5,Ontario,245.633132,0,0,2036.24
1571,Ontario.b,53.5,-87.5,Ontario,215.879118,0,0,2289.83
1572,Ontario.b,53,-87.5,Ontario,197.6163108,0,0,1621.9
1573,Ontario.b,52.5,-87.5,Ontario,309.1610914,723,0,1640.79
1574,Ontario.b,52,-87.5,Ontario,253.9193713,0,0,2370.79
1575,Ontario.b,51.5,-87.5,Ontario,198.875888,0,0,2397.42
1576,Ontario.b,51,-87.5,Ontario,147.194133,0,0,2181.48
1577,Ontario.b,50.5,-87.5,Ontario,91.7014374,0,0,2205.12
1578,Ontario.b,50,-87.5,Ontario,36.5287247,178,0,2228.59
1579,Ontario.b,49.5,-87.5,Ontario,20.982495,4309,0,2251.89
158,British Columbia.a,52.5,-128.125,British Columbia,118.8469944,0,0,2343.98
1580,Ontario.b,49,-87.5,Ontario,28.1632313,0,0,2275.01
1581,Ontario.b,48.5,-87.5,Ontario,36.9156715,2567,1531.98,1021.32
1582,Ontario.b,48,-87.5,Ontario,90.0805622,0,2578.61,0
1583,Ontario.b,47.5,-87.5,Ontario,145.0806337,0,1041.49,0
1584,Ontario.b,56.5,-86.875,Ontario,488.0296625,0,2123.25,0
1585,Ontario.b,56,-86.875,Ontario,440.1742449,0,2151.43,0
1586,Ontario.b,55.5,-86.875,Ontario,394.3515086,0,871.78,1307.67
1587,Ontario.b,55,-86.875,Ontario,351.3576411,0,0,1986.57
1588,Ontario.b,54.5,-86.875,Ontario,312.362939,0,0,2234.98
1589,Ontario.b,54,-86.875,Ontario,279.0490175,0,0,2036.24
159,British Columbia.a,52,-128.125,British Columbia,134.9192137,0,0,1896.63
1590,Ontario.b,53.5,-86.875,Ontario,253.6640259,0,0,2060.85
1591,Ontario.b,53,-86.875,Ontario,359.323164,0,0,2316.99
1592,Ontario.b,52.5,-86.875,Ontario,303.9203712,0,0,2343.98
1593,Ontario.b,52,-86.875,Ontario,248.6044347,0,0,2370.79
1594,Ontario.b,51.5,-86.875,Ontario,195.6175085,0,0,2397.42
1595,Ontario.b,51,-86.875,Ontario,140.0575098,0,0,2423.87
1596,Ontario.b,50.5,-86.875,Ontario,84.5467708,0,0,2450.13
1597,Ontario.b,50,-86.875,Ontario,29.365981,0,0,2228.59
1598,Ontario.b,49.5,-86.875,Ontario,27.5448581,610,0,2251.89
1599,Ontario.b,49,-86.875,Ontario,28.2116836,0,0,2275.01
16,British Columbia.a,59.5,-134.375,British Columbia,377.6347567,0,0,1365.59
160,British Columbia.a,51.5,-128.125,British Columbia,79.511849,149,719.23,1678.2
1600,Ontario.b,48.5,-86.875,Ontario,37.2453433,3510,1276.65,1276.65
1601,Ontario.b,48,-86.875,Ontario,90.3364445,0,2578.61,0
1602,Ontario.b,47.5,-86.875,Ontario,140.0628713,0,2082.98,0
1603,Ontario.b,56,-86.25,Ontario,462.2980932,0,2151.43,0
1604,Ontario.b,55.5,-86.25,Ontario,419.2059901,0,1525.61,653.83
1605,Ontario.b,55,-86.25,Ontario,379.3758432,0,0,2207.29
1606,Ontario.b,54.5,-86.25,Ontario,343.942776,0,0,2234.98
1607,Ontario.b,54,-86.25,Ontario,469.8160933,0,0,2036.24
1608,Ontario.b,53.5,-86.25,Ontario,414.2612703,0,0,2289.83
1609,Ontario.b,53,-86.25,Ontario,358.719639,0,0,2316.99
161,British Columbia.a,51,-128.125,British Columbia,24.9644981,0,1696.71,727.16
1610,Ontario.b,52.5,-86.25,Ontario,303.1984488,0,0,2343.98
1611,Ontario.b,52,-86.25,Ontario,247.7114452,0,0,1896.63
1612,Ontario.b,51.5,-86.25,Ontario,192.288225,243,0,2397.42
1613,Ontario.b,51,-86.25,Ontario,137.0062175,0,0,2423.87
1614,Ontario.b,50.5,-86.25,Ontario,82.1509982,0,0,2450.13
1615,Ontario.b,50,-86.25,Ontario,30.1497944,0,0,2476.21
1616,Ontario.b,49.5,-86.25,Ontario,35.3747711,0,0,2251.89
1617,Ontario.b,49,-86.25,Ontario,27.4429664,1974,0,2527.79
1618,Ontario.b,48.5,-86.25,Ontario,21.2438565,127,0,2553.3
1619,Ontario.b,48,-86.25,Ontario,76.6232107,0,515.72,2062.88
162,British Columbia.a,50.5,-128.125,British Columbia,33.263649,246,735.04,1715.09
1620,Ontario.b,47.5,-86.25,Ontario,91.4388883,0,2343.35,260.37
1621,Ontario.b,47,-86.25,Ontario,137.7612816,0,1051.45,0
1622,Ontario.b,56,-85.625,Ontario,486.7878972,0,2151.43,0
1623,Ontario.b,55.5,-85.625,Ontario,446.399772,0,2179.44,0
1624,Ontario.b,55,-85.625,Ontario,583.6715598,0,441.46,1765.84
1625,Ontario.b,54.5,-85.625,Ontario,528.4240868,247,0,2234.98
1626,Ontario.b,54,-85.625,Ontario,473.2583867,0,0,1583.74
1627,Ontario.b,53.5,-85.625,Ontario,418.2068209,0,0,2289.83
1628,Ontario.b,53,-85.625,Ontario,363.3212751,0,0,2085.29
1629,Ontario.b,52.5,-85.625,Ontario,308.6903181,0,0,2343.98
163,British Columbia.a,50,-128.125,British Columbia,66.3835129,0,742.86,1733.35
1630,Ontario.b,52,-85.625,Ontario,254.477967,0,0,1896.63
1631,Ontario.b,51.5,-85.625,Ontario,201.0231792,0,0,2157.68
1632,Ontario.b,51,-85.625,Ontario,149.1427546,0,0,2181.48
